"Year","Header","Source","Url"
2019,"Курс биткоина прогноз на 2018, 2019, 2020 и 2021 годы","apecon.ru/kurs-bitkoina-prognoz-2018-2019-2020...","https://apecon.ru/kurs-bitkoina-prognoz-2018-2019-2020-2021-bitcoin-segodnya"
2019,"Биткоин в 2019 году — прогнозы курса и мнения о запрете ВТС","god2019.net/bitcoin-v-2019-godu","http://god2019.net/bitcoin-v-2019-godu"
2019,"биткоин 2019 - YouTube","www.youtube.com/watch?v=_xAFO8BY5w0","https://www.youtube.com/watch?v=_xAFO8BY5w0"
2019,"Saxo Bank сделал устрашающий прогноз для биткоина на 2019 год","bits.media/news/saxo-bank-sdelal-ustrashayushchi...","https://bits.media/news/saxo-bank-sdelal-ustrashayushchiy-prognoz-dlya-bitkoina-na-2019-god/"
2019,"биткоин 2019 - YouTube","www.youtube.com/watch?v=TsfJpmb4Zx8","https://www.youtube.com/watch?v=TsfJpmb4Zx8"
2019,"Вырастет ли Биткоин в 2018-2019 годах? | Эфириум","1ethereum.ru/vyrastet-li-bitkoin-v-2018-2019-godu","https://1ethereum.ru/vyrastet-li-bitkoin-v-2018-2019-godu/"
2019,"Биткоин 2019 - обсуждаем, как заработать на криптовалюте!","forexaccount.ru/novie-voprosi/bitkoin-2019-11233.html","http://forexaccount.ru/novie-voprosi/bitkoin-2019-11233.html"
2019,"Прогноз курса Биткоина на 2018-2019 год от Saxo Bank","hyipstat.top/blog.php?id_n=1691","http://hyipstat.top/blog.php?id_n=1691"
2019,"Прогноз курса Биткоина (BTC) от Bitfinex на 2019 год","bitkurser.ru/bitcoin/bitfinex/na-sleduyushij-god.php","http://bitkurser.ru/bitcoin/bitfinex/na-sleduyushij-god.php"
2019,"Прогноз курса Bitcoin Gold на 2018, 2019, 2020 и 2021 годы","apecon.ru/bitcoin-gold-kurs-prognoz-btg","https://apecon.ru/bitcoin-gold-kurs-prognoz-btg"
2019,"К 2019 году волатильность биткоина сравняется с показателями ...","bits.media/news/k-2019-godu-volatilnost-bitkoina...","https://bits.media/news/k-2019-godu-volatilnost-bitkoina-sravnyaetsya-s-pokazatelyami-fiatnykh-valyut/"
2019,"К 2019 биткоин может подорожать в разы, - эксперт","www.stockworld.com.ua/ru/fintech/crypto/k-2019...","https://www.stockworld.com.ua/ru/fintech/crypto/k-2019-bitkoin-mozhiet-podorozhat-v-razy-ekspiert"
2019,"К 2019 году волатильность Bitcoin сравняется с пока&#1079","bitcointalk.org/index.php?topic=1744870.0","https://bitcointalk.org/index.php?topic=1744870.0"
2019,"Вырастет ли Биткоин в 2018-2019 годах? | Эфириум","1ethereum.ru/vyrastet-li-bitkoin-v-2018-2019-godu","https://1ethereum.ru/vyrastet-li-bitkoin-v-2018-2019-godu/"
2019,"Биткоин в 2019 году — прогнозы курса и мнения о запрете ВТС","god2019.net/bitcoin-v-2019-godu","http://god2019.net/bitcoin-v-2019-godu"
2019,"Прогноз курса Биткоина (BTC) на 2019 год","bitkurser.ru/bitcoin/prognoz/na-sleduyushij-god.php","http://bitkurser.ru/bitcoin/prognoz/na-sleduyushij-god.php"
2019,"К 2019 году биткоин ... - miramarkets.ru","miramarkets.ru/news/all/2018/01/19/news_1449.html","https://miramarkets.ru/news/all/2018/01/19/news_1449.html"
2019,"Прогноз курса Биткоина на 2018-2019 год от Saxo Bank","hyipstat.top/blog.php?id_n=1691","http://hyipstat.top/blog.php?id_n=1691"
2019,"Saxo Bank сделал устрашающий прогноз для биткоина на 2019 год","bits.media/news/saxo-bank-sdelal-ustrashayushchi...","https://bits.media/news/saxo-bank-sdelal-ustrashayushchiy-prognoz-dlya-bitkoina-na-2019-god/"
2019,"Bitcoin цены на март 2018, март 2019, марта 2020 и март 2021 ...","golos.io/ru--bitkoin/@coguar/bitcoin-ceny-na...","https://golos.io/ru--bitkoin/@coguar/bitcoin-ceny-na-mart-2018-mart-2019-marta-2020-i-mart-2021-i-pochemu"
2020,"Биткоин к 2020 году. Перспективы майнинга и курса ...","altcoin.info/news/bitkoin_k_2020_godu...","https://altcoin.info/news/bitkoin_k_2020_godu_perspektivy_majninga_i_kursa_kriptovaljuty-523.html"
2020,"Биткоин к 2020 году. Перспективы майнинга и курса ...","happycoin.club","https://happycoin.club/bitkoin-k-2020-godu-perspektivyi-mayninga-i-kursa-kriptovalyutyi/"
2020,"Биткойн к 2020 году | Bitcoinrush","bitcoinrush.md/биткойн-к-2020-году","https://bitcoinrush.md/%d0%b1%d0%b8%d1%82%d0%ba%d0%be%d0%b9%d0%bd-%d0%ba-2020-%d0%b3%d0%be%d0%b4%d1%83/"
2020,"Сколько будет стоить биткоин: прогноз на 2020 год","prostocoin.com/blog/bitcoin2020","https://prostocoin.com/blog/bitcoin2020"
2020,"BITCOIN. Прогнозы на 2020 год. - Bitcoin - Bitcoin Forum","forum.bits.media/index.php?/topic/2741-bitcoin...","https://forum.bits.media/index.php?/topic/2741-bitcoin-%D0%BF%D1%80%D0%BE%D0%B3%D0%BD%D0%BE%D0%B7%D1%8B-%D0%BD%D0%B0-2020-%D0%B3%D0%BE%D0%B4/"
2020,"Биткоин будет стоить $1 млн к концу 2020 года | Bit.news","bit.news/analitika/bitkoin-budet-stoit-1-mln-k...","https://bit.news/analitika/bitkoin-budet-stoit-1-mln-k-kontsu-2020-goda"
2020,"Биткоин будет стоить $1 млн к концу 2020 года","bitcointalk.org/index.php?topic=2662850.0","https://bitcointalk.org/index.php?topic=2662850.0"
2020,"Биткоин к 2020 году. Перспективы майнинга и курса криптовалюты","internetua.com/bitkoin-k-2020-godu--perspektivi-maininga...","http://internetua.com/bitkoin-k-2020-godu--perspektivi-maininga-i-kursa-kriptovaluati"
2020,"Биткоин к 2020 году. Перспективы майнинга и курса ...","bitalk.org","http://bitalk.org/threads/12650/"
2020,"Джон Макафи по-прежнему ждет миллиона за биткоин","bits.media/news/dzhon-makafi-po-prezhnemu-zhdet...","https://bits.media/news/dzhon-makafi-po-prezhnemu-zhdet-milliona-za-bitkoin/"
2020,"Сколько будет стоить биткоин: прогноз на 2020 год","prostocoin.com/blog/bitcoin2020","https://prostocoin.com/blog/bitcoin2020"
2020,"Биткоин к 2020 году. Перспективы майнинга и курса ...","altcoin.info/news/bitkoin_k_2020_godu...","https://altcoin.info/news/bitkoin_k_2020_godu_perspektivy_majninga_i_kursa_kriptovaljuty-523.html"
2020,"Биткоин: прогнозы курса на 2017, 2018-2020 года в интервью ...","www.credytoff.ru/bitkoin-prognoz-kursa-na-2018...","https://www.credytoff.ru/bitkoin-prognoz-kursa-na-2018-otkrovennoe-intervyu-s-analitikami/"
2020,"Биткоин 1 млн.$ в 2020 г - bitcointalk.org","bitcointalk.org/index.php?topic=2880610.0","https://bitcointalk.org/index.php?topic=2880610.0"
2020,"BITCOIN. Прогнозы на 2020 год. - Bitcoin - Bitcoin Forum","forum.bits.media/index.php?/topic/2741-bitcoin...","https://forum.bits.media/index.php?/topic/2741-bitcoin-%D0%BF%D1%80%D0%BE%D0%B3%D0%BD%D0%BE%D0%B7%D1%8B-%D0%BD%D0%B0-2020-%D0%B3%D0%BE%D0%B4/"
2020,"Биткоин к 2020 году. Перспективы майнинга и курса ...","happycoin.club","https://happycoin.club/bitkoin-k-2020-godu-perspektivyi-mayninga-i-kursa-kriptovalyutyi/"
2020,"Биткоин будет стоить $1 млн к концу 2020 года | Bit.news","bit.news/analitika/bitkoin-budet-stoit-1-mln-k...","https://bit.news/analitika/bitkoin-budet-stoit-1-mln-k-kontsu-2020-goda"
2020,"Биткоин будет стоить $1 млн к концу 2020 года","bitcointalk.org/index.php?topic=2662850.0","https://bitcointalk.org/index.php?topic=2662850.0"
2020,"Сколько будет стоить биткоин: прогноз на 2020 год","coinfo.news/vse-novosti-o-bitcoin/...prognoz-na-2020-god","http://coinfo.news/vse-novosti-o-bitcoin/skolko-budet-stoit-bitkoin-prognoz-na-2020-god/"
2020,"Прогноз биткоин на 2020 год. Аналитика","www.slovo.org/ru/?gr=prognoz-bitkoin-na-2020-god...","https://www.slovo.org/ru/?gr=prognoz-bitkoin-na-2020-god-93861"
2020,"Биткоин к 2020 году. Перспективы майнинга и курса ...","altcoin.info/news/bitkoin_k_2020_godu...","https://altcoin.info/news/bitkoin_k_2020_godu_perspektivy_majninga_i_kursa_kriptovaljuty-523.html"
2020,"Биткоин к 2020 году. Перспективы майнинга и курса ...","happycoin.club","https://happycoin.club/bitkoin-k-2020-godu-perspektivyi-mayninga-i-kursa-kriptovalyutyi/"
2020,"Сколько будет стоить биткоин: прогноз на 2020 год","prostocoin.com/blog/bitcoin2020","https://prostocoin.com/blog/bitcoin2020"
2020,"Биткойн к 2020 году | Bitcoinrush","bitcoinrush.md/биткойн-к-2020-году","https://bitcoinrush.md/%d0%b1%d0%b8%d1%82%d0%ba%d0%be%d0%b9%d0%bd-%d0%ba-2020-%d0%b3%d0%be%d0%b4%d1%83/"
2020,"К 2020 году биткоин может потребить всю мировую ...","realist.online/news/k-2020-godu-bitkoin-mozhet...","https://realist.online/news/k-2020-godu-bitkoin-mozhet-potrebit-vsyu-mirovuyu-elektroenergiyu"
2020,"BITCOIN. Прогнозы на 2020 год. - Bitcoin - Bitcoin Forum","forum.bits.media/index.php?/topic/2741-bitcoin...","https://forum.bits.media/index.php?/topic/2741-bitcoin-%D0%BF%D1%80%D0%BE%D0%B3%D0%BD%D0%BE%D0%B7%D1%8B-%D0%BD%D0%B0-2020-%D0%B3%D0%BE%D0%B4/"
2020,"Биткоин будет стоить $1 млн к концу 2020 года | Bit.news","bit.news/analitika/bitkoin-budet-stoit-1-mln-k...","https://bit.news/analitika/bitkoin-budet-stoit-1-mln-k-kontsu-2020-goda"
2020,"Биткоин будет стоить $1 млн к концу 2020 года","bitcointalk.org/index.php?topic=2662850.0","https://bitcointalk.org/index.php?topic=2662850.0"
2020,"Джон Макафи по-прежнему ждет миллиона за биткоин","bits.media/news/dzhon-makafi-po-prezhnemu-zhdet...","https://bits.media/news/dzhon-makafi-po-prezhnemu-zhdet-milliona-za-bitkoin/"
2020,"Курс биткоина может достичь $250,000 к 2020 году - Новости","ttrcoin.com","https://ttrcoin.com/threads/kurs-bitkoina-mozhet-dostich-250-000-k-2020-godu.58/"
2021,"Биткоин будет стоить $100.000 к 2021 - Bitjournal","bitjournal.media/09-08-2017/akademik_iz_garvarda...","https://bitjournal.media/09-08-2017/akademik_iz_garvarda_zayavil_chto_bitkoin_yavlyaetsya_pervoj_czifrovoj_valyutoj_sleduyushej_zakonu_mura/"
2021,"100 000 долларов за биткоин к 2021 году прогнозирует ...","altcoin.info/opinions/100_000_dollarov_za...","https://altcoin.info/opinions/100_000_dollarov_za_bitkoin_k_2021_godu_prognoziruet_garvardskij_uchenyj_denis_porto-270.html"
2021,"100 000 долларов за биткоин к 2021 году прогноз ученого из ...","happycoin.club","https://happycoin.club/100-000-dollarov-za-bitkoin-k-2021-godu-prognoz-uchenogo-iz-garvarda/"
2021,"Прогноз: к 2021 году биткоин достигнет 100 тыс. долларов. prm ...","www.youtube.com/watch?v=3bnso9dabLQ","https://www.youtube.com/watch?v=3bnso9dabLQ"
2021,"Профессор Гарварда: цена биткоина достигнет $100 000 к 2021 году","c-r-y-p-t-o.ru/...bitkoina-dostignet-100-000-k-2021-gody","http://c-r-y-p-t-o.ru/professor-garvarda-cena-bitkoina-dostignet-100-000-k-2021-gody/"
2021,"Биткоин к 2021 году может стоить до 100 тысяч долларов ...","vk-smi.ru/economy/bitkoin-k-2021-godu-mozhet...","https://vk-smi.ru/economy/bitkoin-k-2021-godu-mozhet-stoit-do-100-tysyach-dollarov/"
2021,"До 100 тысяч долларов будет стоить биткоин к 2021 году ...","kvedomosti.com","http://kvedomosti.com/1195840-do-100-tysyach-dollarov-budet-stoit-bitkoin-k-2021-godu.html"
2021,"Профессор Гарварда: цена биткоина достигнет $100 000 к 2021 году","bits.media/news/professor-garvarda-tsena...","https://bits.media/news/professor-garvarda-tsena-bitkoina-dostignet-100-000-k-2021-godu/"
2021,"Академик Гарварда: цена биткоина может достигнуть $100 000 к ...","forklog.com/akademik-garvarda-tsena-bitkoina...","https://forklog.com/akademik-garvarda-tsena-bitkoina-mozhet-dostignut-100-000-k-2021-godu/"
2021,"Гарвардский Академик: к 2021 стоимость биткоина может достичь ...","golos.io/ru--kriptovalyuty/@ituber/garvardskii...","https://golos.io/ru--kriptovalyuty/@ituber/garvardskii-akademik-k-2021-stoimost-bitkoina-mozhet-dostich-usd100000"
2021,"Курс биткоина прогноз на 2018, 2019, 2020 и 2021 годы","apecon.ru/kurs-bitkoina-prognoz-2018-2019-2020...","https://apecon.ru/kurs-bitkoina-prognoz-2018-2019-2020-2021-bitcoin-segodnya"
2021,"Биткоин будет стоить $100.000 к 2021 - Bitjournal","bitjournal.media/09-08-2017/akademik_iz_garvarda...","https://bitjournal.media/09-08-2017/akademik_iz_garvarda_zayavil_chto_bitkoin_yavlyaetsya_pervoj_czifrovoj_valyutoj_sleduyushej_zakonu_mura/"
2021,"Прогноз курса Bitcoin Gold на 2018, 2019, 2020 и 2021 годы","apecon.ru/bitcoin-gold-kurs-prognoz-btg","https://apecon.ru/bitcoin-gold-kurs-prognoz-btg"
2021,"Прогноз: к 2021 году биткоин достигнет 100 тыс. долларов. prm ...","www.youtube.com/watch?v=3bnso9dabLQ","https://www.youtube.com/watch?v=3bnso9dabLQ"
2021,"100 000 долларов за биткоин к 2021 году прогноз ученого из ...","happycoin.club","https://happycoin.club/100-000-dollarov-za-bitkoin-k-2021-godu-prognoz-uchenogo-iz-garvarda/"
2021,"Что ждет BITCOIN в 2021 году. ШОК!!! - YouTube","www.youtube.com/watch?v=z7UGJPSaD3E","https://www.youtube.com/watch?v=z7UGJPSaD3E"
2021,"В 2021 году Bitcoin может стоить $100 тысяч - СМИ | УНИАН","economics.unian.net/finance/2081414-v-2021-godu...","https://economics.unian.net/finance/2081414-v-2021-godu-bitcoin-mojet-stoit-100-tyisyach-smi.html"
2021,"Сколько будет стоить биткоин: прогноз на 2020 год","prostocoin.com/blog/bitcoin2020","https://prostocoin.com/blog/bitcoin2020"
2021,"Bitcoin цены на март 2018, март 2019, марта 2020 и март 2021 ...","golos.io/ru--bitkoin/@coguar/bitcoin-ceny-na...","https://golos.io/ru--bitkoin/@coguar/bitcoin-ceny-na-mart-2018-mart-2019-marta-2020-i-mart-2021-i-pochemu"
2021,"Профессор Гарварда: цена биткоина достигнет $100 000 к 2021 году","bits.media/news/professor-garvarda-tsena...","https://bits.media/news/professor-garvarda-tsena-bitkoina-dostignet-100-000-k-2021-godu/"
2021,"Биткоин будет стоить $100.000 к 2021 - Bitjournal","bitjournal.media/09-08-2017/akademik_iz_garvarda...","https://bitjournal.media/09-08-2017/akademik_iz_garvarda_zayavil_chto_bitkoin_yavlyaetsya_pervoj_czifrovoj_valyutoj_sleduyushej_zakonu_mura/"
2021,"Профессор Гарварда: цена биткоина достигнет $100 000 к 2021 году","bits.media/news/professor-garvarda-tsena...","https://bits.media/news/professor-garvarda-tsena-bitkoina-dostignet-100-000-k-2021-godu/"
2021,"Прогноз: к 2021 году биткоин достигнет 100 тыс. долларов. prm ...","www.youtube.com/watch?v=3bnso9dabLQ","https://www.youtube.com/watch?v=3bnso9dabLQ"
2021,"100 000 долларов за биткоин к 2021 году прогнозирует ...","altcoin.info/opinions/100_000_dollarov_za...","https://altcoin.info/opinions/100_000_dollarov_za_bitkoin_k_2021_godu_prognoziruet_garvardskij_uchenyj_denis_porto-270.html"
2021,"100 000 долларов за биткоин к 2021 году прогноз ученого из ...","happycoin.club","https://happycoin.club/100-000-dollarov-za-bitkoin-k-2021-godu-prognoz-uchenogo-iz-garvarda/"
2021,"К 2021 году цена биткоина может достигнуть $100 000 ...","hyser.com.ua","https://hyser.com.ua/ru/business_and_finance/226813-k-2021-godu-tsena-bitkoina-mozhet-dostignut-100-000-akademik-garvarda"
2021,"Академик Гарварда: цена биткоина может достигнуть $100 000 к ...","forklog.com/akademik-garvarda-tsena-bitkoina...","https://forklog.com/akademik-garvarda-tsena-bitkoina-mozhet-dostignut-100-000-k-2021-godu/"
2021,"Академик Гарварда: цена биткоина может достигнуть $100 000 к ...","golos.io/bitcoin/@diaminer/akademik-garvarda...","https://golos.io/bitcoin/@diaminer/akademik-garvarda-cena-bitkoina-mozhet-dostignut-usd100-000-k-2021-godu"
2021,"Гарвардский Академик: к 2021 ... - golos.io","golos.io/ru--kriptovalyuty/@ituber/garvardskii...","https://golos.io/ru--kriptovalyuty/@ituber/garvardskii-akademik-k-2021-stoimost-bitkoina-mozhet-dostich-usd100000"
2021,"Профессор Гарварда: цена биткоина достигнет $100 000 к 2021 году","c-r-y-p-t-o.ru/...bitkoina-dostignet-100-000-k-2021-gody","http://c-r-y-p-t-o.ru/professor-garvarda-cena-bitkoina-dostignet-100-000-k-2021-gody/"
2022,"Том Ли: к 2022 году биткоин достигнет отметки в $125 тысяч","forklog.com/tom-li-k-2022-godu-bitkoin-dostignet...","https://forklog.com/tom-li-k-2022-godu-bitkoin-dostignet-otmetki-v-125-tysyach/"
2022,"Том Ли: к 2022 году биткоин достигнет отметки в $12","bitcointalk.org/index.php?topic=2785933.0","https://bitcointalk.org/index.php?topic=2785933.0"
2022,"К 2022 году биткоин ... - kapital.kz","kapital.kz","https://kapital.kz/world/66223/k-2022-godu-bitkoin-dostignet-otmetki-v-125-tysyach.html"
2022,"$300 000 за биткоин: к 2022 году ... - The Bell","thebell.io/300-000-za-bitkoin-k-2022-godu...","https://thebell.io/300-000-za-bitkoin-k-2022-godu-majning-kriptovalyuty-stanet-nevozmozhnym/"
2022,"Citigroup: к 2022 году майнинг биткоинов будет рентабельным ...","forklog.com/citigroup-k-2022-godu-majning...","https://forklog.com/citigroup-k-2022-godu-majning-bitkoinov-budet-rentabelnym-tolko-pri-tsene-v-300-000/"
2022,"К 2022 году биткоин достигнет $125 тысяч — аналитик с Уолл ...","minfin.com.ua/2018/01/21/31977899","https://minfin.com.ua/2018/01/21/31977899/"
2022,"Стратег с Уолл-стрит: в 2018 году биткоин будет стоить 6 000 ...","bits.media/news/strateg-s-uoll-strit-v-2018-godu...","https://bits.media/news/strateg-s-uoll-strit-v-2018-godu-bitkoin-budet-stoit-6-000-dollarov/"
2022,"Сколько будет стоить биткоин: прогноз на 2020 год","coinfo.news/vse-novosti-o-bitcoin/skolko-budet-stoit...","http://coinfo.news/vse-novosti-o-bitcoin/skolko-budet-stoit-bitkoin-prognoz-na-2020-god/"
2022,"Сколько будет стоить биткоин: прогноз на 2020 год","prostocoin.com/blog/bitcoin2020","https://prostocoin.com/blog/bitcoin2020"
2022,"Прогноз биткоина до 2020 года. Какой будет цена BTC/USD в ...","bitcoin-zone.ru/prognoz-bitkoina-do-2020","http://bitcoin-zone.ru/prognoz-bitkoina-do-2020/"
2022,"Том Ли: к 2022 году биткоин достигнет отметки в $125 тысяч","forklog.com/tom-li-k-2022-godu-bitkoin-dostignet...","https://forklog.com/tom-li-k-2022-godu-bitkoin-dostignet-otmetki-v-125-tysyach/"
2022,"Сколько будет стоить биткоин: прогноз на 2020 год","prostocoin.com/blog/bitcoin2020","https://prostocoin.com/blog/bitcoin2020"
2022,"Том Ли: в 2022 году биткоин будет стоить 125 тысяч долларов ...","cryptos.tv/tom-li-v-2022-godu-bitkoin-budet...","https://cryptos.tv/tom-li-v-2022-godu-bitkoin-budet-stoit-125-tysyach-dollarov/"
2022,"Прогноз курса Bitcoin Gold на 2018, 2019, 2020 и 2021 годы","apecon.ru/bitcoin-gold-kurs-prognoz-btg","https://apecon.ru/bitcoin-gold-kurs-prognoz-btg"
2022,"Bitcoin Cash - Прогноз курса Биткоин Кеш на 2018, 2019, 2020 ...","apecon.ru/bitcoin-cash-prognoz-bch-bitkoin-kesh-kurs","https://apecon.ru/bitcoin-cash-prognoz-bch-bitkoin-kesh-kurs"
2022,"Сколько будет стоить биткоин: прогноз на 2020 год","coinfo.news/vse-novosti-o-bitcoin/skolko-budet-stoit...","http://coinfo.news/vse-novosti-o-bitcoin/skolko-budet-stoit-bitkoin-prognoz-na-2020-god/"
2022,"Биткоин прогноз на 2018 год - tutdenegki.com","tutdenegki.com/bitkoin-prognoz-na-2018-god","http://tutdenegki.com/bitkoin-prognoz-na-2018-god"
2022,"Том Ли: в 2022 году биткоин будет стоить 125 тысяч долларов ...","newsland.com/user/4298071078/content/tom-li-v...","https://newsland.com/user/4298071078/content/tom-li-v-2022-godu-bitkoin-budet-stoit-125-tysiach-dollarov/6172700"
2022,"Citigroup: к 2022 году майнинг биткоинов будет рентабельным ...","forklog.com/citigroup-k-2022-godu-majning...","https://forklog.com/citigroup-k-2022-godu-majning-bitkoinov-budet-rentabelnym-tolko-pri-tsene-v-300-000/"
2022,"Криптодайджест 19.01.2018: 25 тысяч долларов за 1 биткоин от ...","www.allcryptonews.com/kriptodajdzhest-19-01-2018...","https://www.allcryptonews.com/kriptodajdzhest-19-01-2018-25-tysyach-dollarov-za-1-bitkoin-ot-toma-li-protiv-115-ti-tysyach-dollarov-ot-trejsa-mejera-chej-prognoz-realnee/"
2022,"Том Ли: к 2022 году биткоин достигнет отметки в $12","bitcointalk.org/index.php?topic=2785933.0","https://bitcointalk.org/index.php?topic=2785933.0"
2022,"Том Ли: к 2022 году биткоин достигнет отметки в $125 тысяч","forklog.com/tom-li-k-2022-godu-bitkoin-dostignet...","https://forklog.com/tom-li-k-2022-godu-bitkoin-dostignet-otmetki-v-125-tysyach/"
2022,"К 2022 году биткоин ... - kapital.kz","kapital.kz","https://kapital.kz/world/66223/k-2022-godu-bitkoin-dostignet-otmetki-v-125-tysyach.html"
2022,"Том Ли: к 2022 году биткоин достигнет отметки в $125 тысяч","bitcoin-site.ru","http://bitcoin-site.ru/news/tom-li-k-2022-gody-bitkoin-dostignet-otmetki-v-125-tysiach.html"
2022,"К 2022 году биткоин достигнет $125 тысяч — аналитик с Уолл ...","minfin.com.ua/2018/01/21/31977899","https://minfin.com.ua/2018/01/21/31977899/"
2022,"Том Ли: в 2022 году биткоин будет стоить 125 тысяч долларов ...","cryptos.tv/tom-li-v-2022-godu-bitkoin-budet...","https://cryptos.tv/tom-li-v-2022-godu-bitkoin-budet-stoit-125-tysyach-dollarov/"
2022,"$300 000 за биткоин: к 2022 году ... - The Bell","thebell.io/300-000-za-bitkoin-k-2022-godu...","https://thebell.io/300-000-za-bitkoin-k-2022-godu-majning-kriptovalyuty-stanet-nevozmozhnym/"
2022,"Citigroup: к 2022 году майнинг биткоинов будет рентабельным ...","forklog.com/citigroup-k-2022-godu-majning...","https://forklog.com/citigroup-k-2022-godu-majning-bitkoinov-budet-rentabelnym-tolko-pri-tsene-v-300-000/"
2022,"Том Ли: в 2022 году биткоин будет стоить 125 тысяч долларов ...","newsland.com/user/4298071078/content/tom-li-v...","https://newsland.com/user/4298071078/content/tom-li-v-2022-godu-bitkoin-budet-stoit-125-tysiach-dollarov/6172700"
2022,"Сколько будет стоить биткоин: прогноз на 2020 год","prostocoin.com/blog/bitcoin2020","https://prostocoin.com/blog/bitcoin2020"
2023,"Криптовалютное регулирование в Германии может появиться к ...","secretdrop.ru","http://secretdrop.ru/2018/01/30/kriptovalyutnoe-regulirovanie-v-germanii-mozhet-poyavitsya-k-2023-godu/"
2023,"Джон Макафи всё еще уверен, что биткоин будет стоить $1 млн к ...","profitmaker.today/crypto/3593-dzhon-makafi-vse...","https://profitmaker.today/crypto/3593-dzhon-makafi-vse-esche-uveren-chto-bitkoin-budet-stoit-1-mln-k-koncu-2020-goda.html"
2023,"К 2023 году будет ... - bitjournal.media","bitjournal.media/30-01-2018/k-2023-godu-budet...","https://bitjournal.media/30-01-2018/k-2023-godu-budet-razrabotana-nadezhnaya-sistema-upravleniya-kriptovalyutami/"
2023,"Биткоин к 2020 году. Перспективы майнинга и курса ...","happycoin.club","https://happycoin.club/bitkoin-k-2020-godu-perspektivyi-mayninga-i-kursa-kriptovalyutyi/"
2023,"Биткоин к доллару / прогноз на 2018 биткоина онлайн - YouTube","www.youtube.com/watch?v=7MWL33cyn6M","https://www.youtube.com/watch?v=7MWL33cyn6M"
2023,"Биткоин к 2025 году уничтожит цивилизацию? - YouTube","www.youtube.com/watch?v=arfCQt1OBhQ","https://www.youtube.com/watch?v=arfCQt1OBhQ"
2023,"Биткоин к 2020 году. Перспективы майнинга и курса ...","altcoin.info/news/bitkoin_k_2020_godu...","https://altcoin.info/news/bitkoin_k_2020_godu_perspektivy_majninga_i_kursa_kriptovaljuty-523.html"
2023,"События в мире криптовалют за неделю с 10 по 16 апреля 2017","bits.media/news/sobytiya-v-mire-kriptovalyut-za...","https://bits.media/news/sobytiya-v-mire-kriptovalyut-za-nedelyu-s-10-po-16-aprelya-2017/"
2023,"Второй срок Трампа, смерть Ким Чен Ына и уход Путина: прогноз ...","www.forumdaily.com","http://www.forumdaily.com/vtoroj-srok-trampa-smert-kim-chen-yna-i-uxod-putina-2018-god-po-versii-bloomberg/"
2023,"К концу 2018 Биткоин будет стоить 50 тыс, а BCH - 20 тыс ...","bitexpert.io","https://bitexpert.io/news/k-kontsu-2018-bitkoin-budet-stoit-50-tys-a-bch-20-tys-bitkoin-kesh-zhdet-rost-v-10-raz/"
2023,"Сколько будет стоить биткоин: прогноз на 2020 год","prostocoin.com/blog/bitcoin2020","https://prostocoin.com/blog/bitcoin2020"
2023,"Биткоин Прогноз на 01 марта 2018 г. - YouTube","www.youtube.com/watch?v=FRdOsY00OE4","https://www.youtube.com/watch?v=FRdOsY00OE4"
2023,"""Биткоин фрактал. 19700$ в 2023 ... - TradingView","ru.tradingview.com/chart/BTCUSD/brfkcDa3-bitkoin...","https://ru.tradingview.com/chart/BTCUSD/brfkcDa3-bitkoin-fraktal-19700-v-2023-godu/"
2023,"Биткоин. Прогноз на 2018 - bitcointalk.org","bitcointalk.org/index.php?topic=2633283.0","https://bitcointalk.org/index.php?topic=2633283.0"
2023,"Биткоин прогноз 2018 - YouTube","www.youtube.com/watch?v=2R2zs19GiFo","https://www.youtube.com/watch?v=2R2zs19GiFo"
2023,"Перспективы Биткоин кэш и прогноз на 2018 год | Bitflix","bitflix.ru","https://bitflix.ru/bitcoin-cash/"
2023,"Новости: Биткоин $7200 в Зимбабве | Тиньков и криптовалюта ...","pull.video/video/92612-novosti-bitkoin-7200-v...","https://pull.video/video/92612-novosti-bitkoin-7200-v-zimbabve-tinkov-i-kriptovalyuta-finansovaja-gramotnost-2017-2023.html"
2023,"BTC/USD - Биткойн Bitcoin прогноз цены / график цены на 21.02 ...","ruclip.com/video/UCH1Z9WUvVU/btc-usd...","https://ruclip.com/video/UCH1Z9WUvVU/btc-usd-%D0%B1%D0%B8%D1%82%D0%BA%D0%BE%D0%B9%D0%BD-bitcoin-%D0%BF%D1%80%D0%BE%D0%B3%D0%BD%D0%BE%D0%B7-%D1%86%D0%B5%D0%BD%D1%8B-%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D0%BA-%D1%86%D0%B5%D0%BD%D1%8B-%D0%BD%D0%B0-21-02-2018-21-%D1%84%D0%B5%D0%B2%D1%80%D0%B0%D0%BB%D1%8F-2018-%D0%B3%D0%BE%D0%B4%D0%B0.html"
2023,"Обмен Биткоин на Сбербанк - 60cek.com","60cek.com/obmen-bitcoin-na-sberbank.html","https://60cek.com/obmen-bitcoin-na-sberbank.html"
2023,"Новости о Биткоин и криптовалютах","bits.media/news","https://bits.media/news/"
2023,"К 2023 году будет ... - bitjournal.media","bitjournal.media/30-01-2018/k-2023-godu-budet...","https://bitjournal.media/30-01-2018/k-2023-godu-budet-razrabotana-nadezhnaya-sistema-upravleniya-kriptovalyutami/"
